,Domain_Name,Organization_Name
1944,kvmysore.org,"Kendriya Vidyalaya Mysore, Karnataka"
1945,kvnadaun.org,"Kendriya Vidyalaya Nadaun, Himachal Pradesh"
1946,kvnadvizag.ap.nic.in,"Kendriya Vidyalaya, NAD, Visakhapatnam, Andhra Pradesh"
1947,kvnagaon.edu.in,"Kendriya Vidyalaya, Nagaon, Assam"
1948,kvnagercoil.tn.nic.in,"Kendriya Vidyalaya, Konam, Nagercoil, Tamilnadu"
1949,kvnagrota.org,"Kendriya Vidyalaya,Nagrota, Jammu and Kashmir"
1950,kvnal.edu.in,"Kendriya Vidyalaya , NAL campus, Bangalore"
1951,kvnarangi.ac.in,"Kendriya Vidyalaya Narangi, Maharashtra"
1952,kvnarsinghpur.com,"Kendriya Vidyalaya Narsinghpur, Madhya Pradesh"
1953,kvnasirabad.org,"Kendriya Vidyalaya Nasirabad, Rajasthan"
1954,kvnazira.com,"Kendriya Vidyalaya ONGC Nazira, Assam"
1955,kvnewbongaigaon.org,"Kendriya Vidyalaya, New Bongaigaon, Assam"
1956,kvnfcnagar.ap.nic.in,"Kendriya Vidyalaya, NFC Nagar, Ghatkesar, Andhra Pradesh"
1957,kvnhpc.com,"Kendriya Vidyalya, No-2 NHPC, Champawat, Uttrakhand"
1958,kvnhpclok.org,"Kendriya Vidyalaya NHPC, Loktak, Manipur"
1959,kvnkjkatni.com,"Kendriya Vidyalaya NKJ Katni, Madhya Pradesh"
1960,kvno1afshindan.org,"Kendriya Vidyalaya, No.1 A.F.S, Hindan, Ghaziabad, Uttar Pradesh"
1961,kvno1afssuratgarh.nic.in,"Kendriya Vidyalaya No. 1, AFS, Suratgarh, Rajasthan"
1962,kvno1halwara.net,"Kenriya Vidyalaya No-1,Air force station Halwara, Punjab"
1963,kvno1itanagar.org,"Kendriya Vidyalaya No.1, Itanagar, Arunachal Pradesh"
1964,kvno1jipmer.nic.in,"kendriya Vidyalaya No.1, Jipmer Campus, Puducherry"
1965,kvno1kota.nic.in,"Kendriya Vidyalaya No. 1, Kota, Rajasthan"
1966,kvno1srinagar.org,"Kendriya Vidyalaya No.1, Srinagar, Jammu and Kashmir"
1967,kvno2halwara.com,"Kendriya Vidyalaya No.2, AFS, Halwara, Punjab"
1968,kvno2rewa.com,"Kendriya Vidyalaya No. 2, Rewa, Madhya Pradesh"
1969,kvno3amritsar.com,"Kendriya Vidyalaya No.3 Amritsar, Punjab"
1970,kvno3bbsr.org,"Kendriya Vidyalaya No.3, Bhubaneswar, Odisha"
1971,kvno4jaipur.org,"Kendriya Vidyalaya No.4, Jaipur, Rajasthan"
1972,kvnowroz.com,"Kendriya Vidyalaya Nowrozabad, Madhya Pradesh"
1973,kvntpcanta.org.in,"Kendriya Vidyalaya, NTPC, Anta, Rajasthan"
1974,kvntpckayamkulam.nic.in,"Kendriya Vidyalaya NTPC, Kayamkulam, Kerala"
1975,kvntpckorba.com,"Kendriya Vidyalaya NTPC Korba, Chhattisgarh"
1976,kvnubra.in,"Kendriya Vidyalaya, Nubra"
1977,kvocfavadi.tn.nic.in,"Kendriya Vidyalaya OCF, Avadi, Chennai, Tamil Nadu"
1978,kvofchanda.org.in,"Kendriya Vidyalaya Ordnance Factory, Chandrapur, Maharashtra"
1979,kvofdehuroad.com,"Kendriya Vidyalaya No.2 Ordnance, Dehu Road, Pune"
1980,kvofdumdum.in,"Kendriya Vidyalaya Ordnance Factory Dum Dum, Kolkata"
1981,kvofkjabalpur.com,"Kendriya Vidyalaya Khamaria, Jabalpur, Madhya Pradesh"
1982,kvofvarangaon.org,"Kendriya Vidyalaya Ordnance factory, Varangaon, Jalgaon, Maharashra"
1983,kvolf.in,"Kendriya Vidyalaya OLF, Raipur, Dehradun"
1984,kvongcbrd.com,"Kendriya Vidyalaya No.4 ONGC - Vadodara, Gujarat"
1985,kvongcddn.net,"Kendriya Vidyalaya, ONGC, Dehradun"
1986,kvongcmehsana.org,"Kendriya Vidyalaya ONGC Mehsana, Gujarat"
1987,kvongcpanvel.com,"Kendriya Vidyalaya ONGC Panvel, Maharashtra"
1988,kvongcrjy.ap.nic.in,"Kendriya Vidyalaya, ONGC Base Complex, Rajahmundry"
1989,kvongcrjy.edu.in,"Kendriya Vidyalaya, ONGC, Rajamundry, Andhra Pradesh"
1990,kvongcsurat.org,"Kendriya Vidyalaya No.3, ONGC, Surat, Gujarat"
1991,kvottapalam.nic.in,"Kendriya Vidyalaya Ottapalam, Kerala"
1992,kvpalwal.edu.in,"Kendriya Vidyalaya, Karna, Palwal, Haryana"
1993,kvpanchgram.edu.in,"Kendriya Vidyalaya HPC Panchgram, Assam"
1994,kvpanna.edu.in,"Kendriya Vidyalaya, Panna, Madhya Pradesh"
1995,kvparadip.nic.in,"Kendriya Vidyalaya, Paradip Port, Odisha"
1996,kvpaschimvihar.edu.in,"Kendriya Vidyalaya Paschim Vihar, New Delhi"
1997,kvpasighat.org.in,"Kendriya Vidyalaya Pasighat, Arunachal Pradesh"
1998,kvpatratu.org,"Kendriya Vidyalaya Patratu, Ramgarh, Jharkhand"
1999,kvpayyanur.edu.in,"Kendriya Vidyalaya, Payyanur, Kerala"
2000,kvphulera.org,"Kendriya Vidyalaya Phulera, Rajasthan"
2001,kvphulpur.org,"Kendriya Vidyalaya Phulpur, Allahabad, Uttar Pradesh"
2002,kvpicket.ap.nic.in,"Kendriya Vidyalaya, Picket, Secunderabad, Andhra Pradesh"
2003,kvpragativihar.edu.in,"Kendriya Vidyalaya, Pragati Vihar, New Delhi"
2004,kvptkochi.gov.in,"Kendriya Vidyalaya Port Trust, Kochi, Kerala"
2005,kvpuri.nic.in,"Kendriya Vidyalaya, Puri, Odisha"
2006,kvraichur.ac.in,"Kendriya Vidyalaya Raichur, Karnataka"
2007,kvraigarh.com,"Kendriya Vidyalaya Raigarh, Chhattisgarh"
2008,kvrajgarh.org.in,"Kendriya Vidyalaya, Rajgarh, Madhya Pradesh"
2009,kvrajkot.org,"Kendriya Vidyalaya Rajkot, Gujarat"
2010,kvramagundam.ap.nic.in,"Kendriya Vidyalaya, Ramagundam, Andhra Pradesh"
2011,kvrameswaram.tn.nic.in,"Kendriya Vidyalaya, Rameswaram, Tamil Nadu"
2012,kvrangapahar.org,"Kendriya Vidyalaya Ranagapahar, Nagaland"
2013,kvraupusa.org,"Kendriya Vidyalaya, Rau, Samastipur, Bihar"
2014,kvrewari.org,"Kendriya Vidyalaya Rewari, Haryana"
2015,kvrihandnagar.org,"Kendriya Vidyalaya Rihandnagae, Uttar Pradesh"
2016,kvrkl.org,"Kendrya Vidyalaya Sector-6, Rourkela, Odisha"
2017,kvrohtak.in,"Kendriya Vidyalaya Rohtak, Haryana"
2018,kvsaharsa.org,"Kenndriya Viyalaya Saharsa, Bihar"
2019,kvsalua.co.in,"Kendriya Vidyalaya, Air Force Station, Salua, West Bengal"
2020,kvsamastipur.org,"Kendriya Vidyalaya, East Central Railway, Samastipur, Bihar"
2021,kvsamba.org,"Kendriya Vidyalaya, Samba, Jammu and Kashmir "
2022,kvsambalpur.org.in,"Kendriya Vidyalaya, Sambalpur, Odisha"
2023,kvsangathan.nic.in,Kendriya Vidyalaya Sangathan (KVS)
2024,kvsappkda.nic.in,"Kendriya Vidyalaya, SAP Camp, Peroorkada,  Kerala"
2025,kvsarni.org,"Kendriya Vidyalaya Sarni, Madhya Pradesh"
2026,kvsatna.com,"Kendriya Vidyalaya, Satna, Madhya Pradesh"
2027,kvsdelhiregion.org,"Kendriya Vidyalaya Sangathan, Delhi Region"
2028,kvsec3rohini.edu.in,"Kendriya Vidyalaya, Sec - 3, Rohini, Delhi"
2029,kvsec5dwarka.org.in,"Kendriya Vidyalaya Sector-5, Dwarka, New delhi"
2030,kvsecljamuna.com,"Kendriya Vidyalaya Jamuna Colliery, Madhya Pradesh"
2031,kvsect22rohini.edu.in,"Kendriya Vidyalaya sector-22, Rohini At D-16, sector-3, Rohini, Delhi"
2032,kvsector8rkpuram.edu.in,"Kendriya Vidyalaya Sector 8 - RK Puram, New Delhi"
2033,kvsehoremp.org,"Kendriya Vidyalaya  Sehore, Madhya Pradesh"
2034,kvseoni.com,"Kendriya Vidyalaya Seoni, Madhya Pradesh"
2035,kvsevokeroad.in,"Kendriya Vidyalaya, Sevoke Road, West Bengal"
2036,kvshahdol.com,"Kendriya Vidayalaya Shahdol, Madhya Pradesh"
2037,kvshahibaug.org,"Kendriya Vidyalaya No.1 Shahibaug, Ahmedabad, Gujarat"
2038,kvshaktinagar.org,"Kendriya Vidyalaya, Shaktinagar, Uttar Pradesh"
2039,kvsheohar.org,"Kendriya Vidyalaya Sheohar, Bihar"
2040,kvshivpuri.org.in,"Kendriya Vidyalaya, Shivpuri, Madhya Pradesh"
2041,kvsikar.org,"Kendriya Vidyalaya Sikar, Rajasthan"
2042,kvsingharsi.org.in,"Kendriya Vidyalaya, Air Force Station, Sinagharsi, Jharkhand"
2043,kvsivaganga.tn.nic.in,"Kendriya Vidyalaya, Sivaganga, Tamilnadu"
2044,kvsjaipur.nic.in,"Kendriya Vidyalaya Sangathan (KVS),  Regional Office, Jaipur"
2045,kvskolkata.org.in,"Kendriya Vidyalaya Sangathan (KVS), Regional Office, Kolkata "
2046,kvsm.org,"Kendriya Vidyalaya, Seoni Malwa, Madhya Pradesh"
2047,kvsonpur.com,"Kendriya Vidyalaya Sonpur, Bihar"
2048,kvspgdwarka.org,Kendriya Vidyalaya SPG Complex Sec-8 Dwarka(Gurgaon Region)
2049,kvspmhoshangabad.nic.in,"Kendriya Vidyalaya, Hoshangabad, Madhya Pradesh"
2050,kvsrikakulam.ap.nic.in,"Kendriya Vidyalaya,  Peddapadu, Srikakulam"
2051,kvsrikona.org,"Kendriya Vidyalaya ONGC, Srikona, Assam"
2052,kvsroagra.org,"Kendriya Vidyalaya Sangathan, Regional Office, Agra"
2053,kvsroahmedabad.org,"Kendriya Vidyalaya Sangathan (KVS), Ahmedabad, Gujurat"
2054,kvsrobangalore.org,"Kendriya Vidyalaya Sangathan (KVS), Bangalore Region"
2055,kvsrobbs.org,"Kendriya Vidyalaya Sangathan, Regional Office, Bhubaneswar"
2056,kvsrobhopal.org.in,"Kendriya Vidyalaya Sangathan Bhopal Region, Madhya Pradesh"
2057,kvsrochandigarh.org,"Kendrya Vidyalaya Sangathan,Regional Office, Chandigarh"
2058,kvsrochennai.tn.nic.in,"Kendriya Vidyalaya Sangathan, Chennai Region, Tamil Nadu"
2059,kvsrodehradun.in,"Kendriya Vidyalaya Sangathan, Regional Office, Dehradun"
2060,kvsrodelhi.org,"Kendriya Vidyalaya Sangathan, Regional Office, Delhi"
2061,kvsroernakulam.nic.in,"Kendriya Vidyalaya Sangathan, Regional Office, Ernakulam"
2062,kvsrogurgaon.in,"Kendriya Vidyalaya Sangathan, Gurgaon Region"
2063,kvsroguwahati.org,"Kendriya Vidyalaya Sangathan, Regional Office, Guwahati "
2064,kvsrohyd.org,"Kendriya Vidyalaya Sangathan, Regional Office, Hyderabad"
2065,kvsrojabalpur.org,"Kendrya Vidyalaya Sangathan,Regional Office, Jabalpur, Madhya Pradesh"
2066,kvsrojammu.org,"Kendriya Vidyalya Sangthan, Jammu"
2067,kvsrolucknow.org.in,"Kendriya Vidyalaya Sangathan, Regional Office, Lucknow"
2068,kvsromumbai.gov.in,"Kendriya Vidyalaya Sangathan, Regional Office, Mumbai, Maharashtra"
2069,kvsropatna.org,"Kendriya Vidyalaya Sangathan, Regional Office, Patna"
2070,kvsroraipur.org,"Kendriya Vidyalaya Sangathan, Regional Office, Raipur"
2071,kvsroranchi.org.in,"Kendriya Vidyalaya Sangathan, Regional Office, Ranchi"
2072,kvsrosilchar.com,"Kendriya Vidyalaya Sangathan (KVS), Regional Office, Silchar "
2073,kvsrotinsukia.org,"Kendriya Vidyalaya Sangathan, Regional Office, Tinsukia"
2074,kvsrovaranasi.edu.in,"Kendriya Vidyalaya Sangathan, Regional Office, Varanasi"
2075,kvsteelplant.ap.nic.in,"Kendriya Vidyalaya, Steel Plant, Visakhapatnam"
2076,kvsulur.tn.nic.in,"Kendriya Vidyalaya Air Force Station, Sulur"
2077,kvsundargarh.org,"Kendriya Vidyalaya Sundargarh, Odisha"
2078,kvsunjuwan.com,"Kendriya Vidyalaya Sunjwan, Jammu and Kashmir"
2079,kvsuratgarhcantt.nic.in,"Kendriya Vidyalaya Suratgarh Cantt, Rajasthan"
2080,kvsurda.org.in,"Kendriya Vidyalaya, Surda, Jharkhand"
2081,kvsuryalanka.ap.nic.in,"Kendriya Vidyalaya, AFS Suryalanka, Bapatla"
2082,kvsvpnpaap.org,"Kendriya Vidyalaya, Shivarampally, Hyderabad"
2083,kvszietchandigarh.org,"Zonal Institute of Education and Training (ZIET), Kendriya Vidyalaya Sangathan (KVS), Chandigarh"
2084,kvszietgwalior.org,"Kendriya Vidyalaya Sangathan Zonal Institute of Education and Training (ZIET), Madhya Pradesh"
2085,kvtatanagar.org.in,"Kendriya Vidyalaya Tatanagar, Jharkhand"
2086,kvtehran.ir,"Kendriya Vidyalaya (Embassy of India School), Tehran, Iran"
2087,kvtfrijbp.com,"Kendriya Vidyalaya Jabalpur TFRI, Madhya Pradesh"
2088,kvthakkolam.tn.nic.in,"Kendriya Vidyalaya, Thakkolam, Vellore, Tamil Nadu"
2089,kvthanjavur.org,"Kendriya Vidyalaya, Thanjavur, Tamil Nadu"
2090,kvthrissur.nic.in,"Kendriya Vidyalaya, Puranattukara, Thrissur"
2091,kvtinsukia.org,"Kendriya Vidyalaya Tinsukia, Assam"
2092,kvtirumalagiri.edu.in,"Kendriya Vidyalaya, Tirumalagiri, Secunderabad"
2093,kvtrichy2.tn.nic.in,"Kendriya Vidyalaya, HAPP, Tiruchirappalli, Tamil Nadu"
2094,kvtrichyone.tn.nic.in,"Kendriya Vidyalaya, No.1, Triuchirapalli, Tamilnadu"
2095,kvtura.org,"Kendriya Vidyalaya, Tura, West Garo Hills, Meghalaya"
2096,kvtvmalai.tn.nic.in,"Kendriya Vidyalaya, Tiruvannamalai"
2097,kvujjain.org.in,"Kendriya Vidyalaya Ujjain, Madhya Pradesh"
2098,kvumaria.com,"Kendriya Vidyalaya Umaria, Madhya Pradesh"
2099,kvunnao.ac.in,"Kendriya Vidyalaya, Dahi Chowki, Unnao, Uttar Pradesh"
2100,kvuri.com,"Kendriya Vidyalaya, Uri"
2101,kvutarlai.org,"Kendriya Vidyalaya Air Force Station, UtarlaiBarmer, Rajasthan"
2102,kvvasantkunj.org.in,"Kendriya Vidyalaya, Vasant Kunj, New Delhi"
2103,kvvayusenanagar.edu.in,"Kendriya Vidyalaya  Vayusena Nagar, Nagpur, Maharashtra"
2104,kvvijayanarayanam.tn.nic.in,"Kendriya Vidyalaya,Vijayanarayanam,Tirunelveli,Tamil Nadu"
2105,kvvirudhunagar.tn.nic.in,"Kendriya Vidyalaya, Virudhunagar, Tamilnadu"
2106,kvwaltair.ap.nic.in,"Kendriya Vidyalaya, Waltair, Andhra Pradesh"
2107,kvwellington.tn.nic.in,"Kendriya Vidyalaya,Wellington,The Nilgiris"
2108,labour.gov.in,Ministry of Labour and Employment
2109,labourbureau.gov.in,"Labour Bureau, Ministry of Labour & Employment, Govt. of India."
2110,labourbureaucpi.gov.in,Labour Bureau Comsumer Price Index
2111,lal-imli.com,"Lal-imli - Legends in the field of worsted and woollen Products, Cawnpore Woollen Mills Branch, Kanpur"
2112,lalitkala.gov.in,"Lalit Kala Akademi, National Academy of Fine Art, New Delhi"
2113,lansdownecb.org.in,"Cantonment Board, Lansdowne, Uttarakhand"
2114,larpm.gov.in,"Laboratory for Advanced Research in Polymeric Materials (LARPM), CIPET"
2115,lawcommissionofindia.nic.in,Law Commission of India
2116,lawmin.nic.in,Ministry of Law and Justice
2117,lbsnaa.gov.in,Lal Bahadur Shastri National Academy of Administration (LBSNAA)
2118,ldo.gov.in,"Land and Development Office, Ministry of Urban Development"
2119,legalaffairs.gov.in,Department of Legal Affairs
2120,legislative.gov.in,Legislative Department
2121,legislativebodiesinindia.gov.in,Legislative Bodies in India
2122,lgdirectory.gov.in,Local Government Directory (LGD)
2123,lhmc-hosp.gov.in,"Lady Hardinge Medical College, New Delhi"
2124,lib.icar.gov.in,Indian Council of Agricultural Research - Online Library Catalog
2125,lichousing.com,LIC Housing Finance Limited
2126,licindia.in,LIC - Life Insurance Corporation of India
2127,lifecarehll.com,HLL Lifecare Limited
2128,liiofindia.org,Legal Information Institute of India (LII of India)
2129,lmis.gov.in,"National Labour Market Information System,  National Skill Development Agency"
2130,lncpe.gov.in,"Lakshmibai National College of Physical Education (LNCPE), Thiruvananthapuram"
2131,lnipe.edu.in,"Lakshmibai National Institute of Physical Education (LNIPE), Gwalior"
2132,lnupe.gov.in,"Lakshmibai National University of Physical Education, Gwalior"
2133,localisation.gov.in,Localisation in e - Governance
2134,localization.gov.in,Localisation in e-Governance by MietY
2135,loksabha.gov.in,Lok Sabha
2136,loksabhahindi.nic.in,Loksabha (Hindi)
2137,loksabhatv.nic.in,Lok Sabha Television (LSTV)
2138,lpsc.gov.in,"Liquid Propulsion Systems Centre, Indian Space Research Organisation (ISRO), Thiruvananthapuram, Kerala"
2139,lrsitbrd.nic.in,Lala Ram Swarup Institute of Tuberculosis and Respiratory Diseases
2140,ltu.gov.in,Large Taxpayer Units
2141,madad.gov.in,"Consular Services Management System, Ministry of External Affairs"
2142,madrasfert.co.in,Madras Fertilizers Limited (MFL)
2143,maef.nic.in,Maulana Azad Education Foundation
2144,mahanhm.gov.in,"National Horticulture Mission,NHM, Maharashtra"
2145,maharashtra.bsnl.co.in,Maharashtra Telecom Circle
2146,maharashtra.nic.in,"Maharashtra State Centre, National Informatics Centre (NIC)"
2147,maharashtrapost.gov.in,"Maharashtra Postal Circle, Department of Posts"
2148,mahilasamakhya.cg.gov.in,"Mahila Samakhya Society, Chhattisgarh"
2149,makaias.gov.in,Maulana Abul Kalam Azad Institute of Asian Studies (MAKAIAS)
2150,makeinindia.com,Make in India - A National Program designed to transform India into a global manufacturing hub
2151,makeinindiadefence.gov.in,"Make in India Defence Production, Ministry of Defence"
2152,manage.gov.in,National Institute of Agricultural Extension Management (MANAGE)
2153,manav.gov.in,MANAV - Human Atlas Initiative by Department of Biotechnology
2154,manit.ac.in,"Maulana Azad National Institute of Technology, Bhopal"
2155,manuu.ac.in,Maulana Azad National Urdu University
2156,mapservice.gov.in,National Portal of Map Services powered by Bharatmaps GIS Platform
2157,math.tifrbng.res.in,"TIFR Centre For Applicable Mathematics, Bangalore"
2158,mazagondock.in,Mazagon Dock Shipbuilders Limited
2159,mca.gov.in,Ministry of Corporate Affairs
2160,mcc.nic.in,Medical Counseling Committee (MCC) - All India Quota Medical / Dental Seats
2161,mciindia.org,Medical Council of India (MCI)
2162,mcl.gov.in,Mahanadi Coalfields Limited (MCL)
2163,mcltenders.gov.in,"eTenders - Mahanadi Coalfields Limited, Sambalpur, Odisha"
2164,mdi.nic.in,"Materials Database of India, Indira Gandhi Centre for Atomic Research (IGCAR), Kalpakkam"
2165,mdm.nic.in,"Mid Day Meal Scheme, Ministry of Human Resource Development"
2166,mdoner.gov.in,Ministry of Development of North Eastern Region
2167,mea.gov.in,Ministry of External Affairs
2168,meafsi.gov.in,"Foreign Service Institute (FSI), Ministry of External Affairs"
2169,mealib.nic.in,"Library, Ministry of External Affairs"
2170,meaprotocol.nic.in,"Protocol Division, Ministry of External Affairs"
2171,meatel.nic.in,"Ministry of External Affairs (MEA), Telephone Directory"
2172,mecl.gov.in,Mineral Exploration Corporation Limited (MECL)
2173,meconlimited.co.in,MECON Limited
2174,medialabasia.in,Media Lab Asia
2175,medind.nic.in,medIND - Indian Medlars Centre
2176,meity.gov.in,Ministry of Electronics and Information Technology
2177,mepz.gov.in,Madras Special Economic Zone (MEPZ)
2178,merical.ac.in,"Marine Engineering & Research Institute (MERI), Kolkata"
2179,mes.gov.in,Military Engineering Service (MES)
2180,metnet.imd.gov.in,"METNET : An e-Governance Intra-IMD Portal, New Delhi"
2181,metrorailnagpur.com,Nagpur Metro Rail Corporation Limited (NMRCL)
2182,mgiri.org,Mahatma Gandhi Institute for Rural Industrialization (MGIRI)
2183,mgisc.gov.in,"Mahatma Gandhi International Sanitation Convention (MGISC): 29 September 29 to 2 October 2018, New Delhi"
2184,mgov.gov.in,Mobile Seva - The National Mobile Governance Initiative
2185,mgsird.org,"Mahatma Gandhi State Institute of Rural Development, Jabalpur, Madhya Pradesh."
2186,mha.gov.in,Ministry of Home Affairs
2187,mhrd.gov.in,Ministry of Human Resource Development
2188,mhrdnats.gov.in,National Apprenticeship Training Scheme (NATS)
2189,mib.gov.in,Ministry of Information and Broadcasting
2190,mic.gov.in,"MHRD’s Innovation Cell (MIC), Ministry of Human Resource Development (MHRD)"
2191,micensus.gov.in,"Minor Irrigation Census, New Delhi"
2192,midh.gov.in,Mission for Integrated Development of Horticulture (MIDH)
2193,midhani.com,Mishra Dhatu Nigam Limited (MIDHANI)
2194,mids.ac.in,Madras Institute of Development Studies (MIDS)
2195,millets.res.in,Indian Institute of Millets Research (IIMR)
2196,mines.gov.in,Ministry of Mines
2197,ministryoftextiles.gov.in,Ministry of Textiles
2198,minorityaffairs.gov.in,Ministry of Minority Affairs
2199,mipuiaw.nic.in,"MIPUI AW - A Centralised  Public Grievances Redressal and Monitoring System, Mizoram"
2200,mkisan.gov.in,mKisan - A Portal of Government of India for Farmer Centric Mobile Based Services
2201,mksp.gov.in,"Mahila Kisan Sashaktikaran Pariyojana (MKSP), NRLM"
2202,mmd.gov.in,"Mercantile Marine Department (MMD), Mumbai"
2203,mmdchennai.in,"Mercantile Marine Department (MMD), Chennai"
2204,mmtclimited.gov.in,Minerals and Metals Trading Corporation Limited (MMTC)
2205,mnit.ac.in,"Malaviya National Institute of Technology, Jaipur (MNIT)"
2206,mnnit.ac.in,"Motilal Nehru National Institute of Technology (MNNIT), Allahabad"
2207,mnre.gov.in,Ministry of New and Renewable Energy
2208,mobileseva.gov.in,"Mobile Seva - The National Mobile Governance Initiative, DeitY, Govt. of India"
2209,mod.nic.in,Ministry of Defence
2210,moef.gov.in,"Ministry of Environment, Forest and Climate Change"
2211,moes.gov.in,Ministry of Earth Sciences
2212,mofapp.nic.in:8080,Economic Survey 2017 - 2018
2213,moflibraries.gov.in,"e-Granthalaya : Online Library Catalog, Ministry of Finance"
2214,mofpi.nic.in,Ministry of Food Processing Industries
2215,mohali.stpi.in,"Software Technology Parks of India (STPI), Mohali, Punjab"
2216,mohfw-epw.gov.in,"Empowered Procurement Wing(EPW),Ministry of Health and Family Welfare (MoHFW)"
2217,mohfw.gov.in,Department of Health and Family Welfare
2218,mohfw.nic.in,Directorate General of Health Services (DGHS)
2219,mohua.gov.in,Ministry of Housing and Urban Affairs
2220,moil.nic.in,Manganese Ore (India) Limited (MOIL)
2221,moprngo.gov.in,NGO Portal by Ministry of Panchayati Raj
2222,morth-owc.nic.in,"Over Dimensional/Over Weight Cargo Movement (ODC/OWC) Online Application, Ministry of Road Transport and Highways"
2223,morth.gov.in,Ministry of Road Transport and Highways
2224,mosdac.gov.in,"Meteorological and Oceanographic Satellite Data Archival Centre (MOSDAC), ISRO"
2225,mospi.nic.in,Ministry of Statistics and Programme Implementation
2226,motive.bsnl.co.in,BSNL Motive - Software Downloads
2227,movehack.gov.in,MOVEHACK - Global Mobility Hackathon by NITI Aayog
2228,mowr.gov.in,Ministry of Jal Shakti
2229,mp.bsnl.co.in,Madhya Pradesh Telecom Circle
2230,mp.nic.in,"Madhya Pradesh State Centre, National Informatics Centre (NIC)"
2231,mpa.gov.in,Ministry of Parliamentary Affairs
2232,mpeda.gov.in,Marine Products Export Development Authority (MPEDA)
2233,mpissr.org,"M.P.Institute of Social Science Research (MPISSR), Bhopal"
2234,mplads.gov.in,Member of Parliament Local Area Development Scheme (MPLADS)
2235,mppost.nic.in,"Madhya Pradesh Postal Circle, Department of Posts "
2236,mptgoa.com,Mormugao Port Trust
2237,mrcindia.org,Malaria Research Centre (MRC)
2238,mrpl.co.in,Mangalore Refinary and Petrochemicals Limited
2239,mrvc.indianrailways.gov.in,Mumbai Railway Vikas Corporation Limited (MRVC)
2240,msbm.gov.in,Mobile App for Swachh Bharat Mission - Gramin (mSBM App) for Citizens
2241,msme-diimphal.nic.in,"MSME-Development Institute, Imphal, Manipur"
2242,msme-tc-nr.gov.in,"MSME-Testing Centre, Okhla, New Delhi"
2243,msme.gov.in,"Ministry of Micro, Small and Medium Enterprises"
2244,msmedi-agartala.nic.in,"MSME - Development Institute, Agartala"
2245,msmedi-chennai.gov.in,"MSME - Development Institute, Chennai"
2246,msmedi-guwahati.gov.in,"MSME - Development Institute, Guwahati, Assam"
2247,msmediagra.gov.in,"MSME - Development Institute, Agra, Uttar Pradesh"
2248,msmediahmedabad.gov.in,"MSME - Development Institute, Ahmedabad, Gujarat"
2249,msmediallahabad.gov.in,"MSME-Development Institute, Allahabad, Uttar Pradesh"
2250,msmedibangalore.gov.in,"MSME - Development Institute, Bangalore, Karnataka"
2251,msmedicuttack.gov.in,"MSME - Development Institute, Cuttack, Odisha"
2252,msmedigoa.gov.in,"MSME - Development Institute, Goa"
2253,msmedihaldwani.gov.in,"MSME - Development Institute, Haldwani, Uttarakhand"
2254,msmedihimachal.nic.in,"MSME - Development Institute, Solan, Himachal Pradesh"
2255,msmedihubli.gov.in,"MSME-Development Institute, Hubli, Karnataka"
2256,msmedijaipur.gov.in,"MSME - Development Institute, Jaipur, Rajasthan"
2257,msmedikanpur.gov.in,"MSME Development Institute Kanpur, Uttar Pradesh"
2258,msmedikarnal.gov.in,"MSME - Development Institute, Karnal, Haryana"
2259,msmedikolkata.gov.in,"MSME - Development Institute, Kolkata, West Bengal"
2260,msmedildh.gov.in,"MSME-Development Institute, Ludhiana, Punjab"
2261,msmedimumbai.gov.in,"MSME Development Institute, Mumbai"
2262,msmedimzfpur.bih.nic.in,"MSME - Development Institute, Muzaffarpur"
2263,msmedinagpur.gov.in,"MSME Development Institute, Nagpur"
2264,msmedipatna.bih.nic.in,"MSME Development Institute, Patna, Bihar"
2265,msmediraipur.gov.in,"MSME - Development Institute, Raipur, Chhattisgarh"
2266,msmedithrissur.gov.in,"MSME-Development Institute, Thrissur, Kerala"
2267,msmehyd.ap.nic.in,"MSME-Development Institute, Hyderabad, Andhra Pradesh"
2268,msmeindore.nic.in,"MSME - Development Institute, Indore, Madhya Pradesh"
2269,msmesupport.gov.in,"Micro Small & Medium Enterprises (MSME), Support and Outreach"
2270,msmetc.com,"MSME - Testing Centre, Chennai"
2271,msmetcmumbai.gov.in,"MSME - Testing Centre, Mumbai"
2272,msmeti.gov.in,"MSME - Training Institute ,Thiruvalla & Ettumanur"
2273,msmetoolroomkolkata.com,"Central Tool Room and Training Center - MSME, Kolkata"
2274,msmetraining.gov.in,"Ministry of Micro, Small and Medium Enterprises - National MSME Trainee Database"
2275,mso.gov.in,"Medical Stores Organisation, Ministry of Health and Family Welfare"
2276,msrvvp.nic.in,"Maharsi Sandipani Rashtriya Veda Vidya Pratishtan, Ujjain, Madhya Pradesh"
2277,mssurvey.nic.in,Survey of Manual Scavengers in Statutory Towns
2278,mstcindia.co.in,"MSTC Limited, New Delhi"
2279,mtechadm.iitm.ac.in,"DoMS, Managment Studies, Indian Institute of Technology Madras"
